_id,original_review._id,original_review.username,original_review.rating,original_review.review_title,original_review.review_text,original_review.review_date,original_review.product_url,sentences[0],sentences[1],sentences[2],sentences[3],sentences[4],sentences[5],sentences[6],sentences[7],sentences[8],sentences[9],sentences[10],sentences[11],sentences[12],sentences[13],sentences[14],sentences[15],sentences[16],sentences[17],sentences[18],sentences[19],sentences[20],sentences[21],sentences[22],sentences[23],sentences[24],sentences[25],sentences[26],sentences[27],sentences[28],tokenized_sentences[0][0],tokenized_sentences[0][1],tokenized_sentences[0][2],tokenized_sentences[0][3],tokenized_sentences[0][4],tokenized_sentences[0][5],tokenized_sentences[0][6],tokenized_sentences[0][7],tokenized_sentences[0][8],tokenized_sentences[0][9],tokenized_sentences[0][10],tokenized_sentences[0][11],tokenized_sentences[0][12],tokenized_sentences[0][13],tokenized_sentences[0][14],tokenized_sentences[0][15],tokenized_sentences[0][16],tokenized_sentences[0][17],tokenized_sentences[0][18],tokenized_sentences[0][19],tokenized_sentences[1][0],tokenized_sentences[1][1],tokenized_sentences[1][2],tokenized_sentences[1][3],tokenized_sentences[1][4],tokenized_sentences[1][5],tokenized_sentences[1][6],tokenized_sentences[1][7],tokenized_sentences[1][8],tokenized_sentences[1][9],tokenized_sentences[1][10],tokenized_sentences[1][11],tokenized_sentences[1][12],tokenized_sentences[1][13],tokenized_sentences[2][0],tokenized_sentences[2][1],tokenized_sentences[2][2],tokenized_sentences[2][3],tokenized_sentences[2][4],tokenized_sentences[2][5],tokenized_sentences[2][6],tokenized_sentences[2][7],tokenized_sentences[2][8],tokenized_sentences[2][9],tokenized_sentences[2][10],tokenized_sentences[2][11],tokenized_sentences[2][12],tokenized_sentences[2][13],tokenized_sentences[2][14],tokenized_sentences[2][15],tokenized_sentences[2][16],tokenized_sentences[2][17],tokenized_sentences[2][18],tokenized_sentences[2][19],tokenized_sentences[2][20],tokenized_sentences[2][21],tokenized_sentences[2][22],tokenized_sentences[2][23],tokenized_sentences[2][24],tokenized_sentences[2][25],tokenized_sentences[2][26],tokenized_sentences[3][0],tokenized_sentences[3][1],tokenized_sentences[3][2],tokenized_sentences[4][0],tokenized_sentences[4][1],tokenized_sentences[0][20],tokenized_sentences[1][14],tokenized_sentences[1][15],tokenized_sentences[3][3],tokenized_sentences[3][4],tokenized_sentences[3][5],tokenized_sentences[3][6],tokenized_sentences[3][7],tokenized_sentences[3][8],tokenized_sentences[3][9],tokenized_sentences[3][10],tokenized_sentences[3][11],tokenized_sentences[3][12],tokenized_sentences[3][13],tokenized_sentences[3][14],tokenized_sentences[3][15],tokenized_sentences[3][16],tokenized_sentences[4][2],tokenized_sentences[4][3],tokenized_sentences[4][4],tokenized_sentences[4][5],tokenized_sentences[4][6],tokenized_sentences[4][7],tokenized_sentences[5][0],tokenized_sentences[5][1],tokenized_sentences[5][2],tokenized_sentences[5][3],tokenized_sentences[5][4],tokenized_sentences[5][5],tokenized_sentences[5][6],tokenized_sentences[5][7],tokenized_sentences[5][8],tokenized_sentences[5][9],tokenized_sentences[5][10],tokenized_sentences[5][11],tokenized_sentences[5][12],tokenized_sentences[5][13],tokenized_sentences[5][14],tokenized_sentences[5][15],tokenized_sentences[5][16],tokenized_sentences[5][17],tokenized_sentences[5][18],tokenized_sentences[5][19],tokenized_sentences[5][20],tokenized_sentences[5][21],tokenized_sentences[5][22],tokenized_sentences[5][23],tokenized_sentences[5][24],tokenized_sentences[5][25],tokenized_sentences[5][26],tokenized_sentences[5][27],tokenized_sentences[5][28],tokenized_sentences[5][29],tokenized_sentences[5][30],tokenized_sentences[5][31],tokenized_sentences[5][32],tokenized_sentences[6][0],tokenized_sentences[6][1],tokenized_sentences[6][2],tokenized_sentences[6][3],tokenized_sentences[6][4],tokenized_sentences[6][5],tokenized_sentences[6][6],tokenized_sentences[6][7],tokenized_sentences[6][8],tokenized_sentences[6][9],tokenized_sentences[6][10],tokenized_sentences[6][11],tokenized_sentences[6][12],tokenized_sentences[6][13],tokenized_sentences[7][0],tokenized_sentences[7][1],tokenized_sentences[7][2],tokenized_sentences[7][3],tokenized_sentences[7][4],tokenized_sentences[7][5],tokenized_sentences[7][6],tokenized_sentences[7][7],tokenized_sentences[7][8],tokenized_sentences[7][9],tokenized_sentences[8][0],tokenized_sentences[8][1],tokenized_sentences[8][2],tokenized_sentences[8][3],tokenized_sentences[8][4],tokenized_sentences[8][5],tokenized_sentences[8][6],tokenized_sentences[8][7],tokenized_sentences[8][8],tokenized_sentences[8][9],tokenized_sentences[8][10],tokenized_sentences[8][11],tokenized_sentences[8][12],tokenized_sentences[8][13],tokenized_sentences[8][14],tokenized_sentences[9][0],tokenized_sentences[9][1],tokenized_sentences[9][2],tokenized_sentences[9][3],tokenized_sentences[9][4],tokenized_sentences[9][5],tokenized_sentences[9][6],tokenized_sentences[9][7],tokenized_sentences[9][8],tokenized_sentences[9][9],tokenized_sentences[9][10],tokenized_sentences[9][11],tokenized_sentences[9][12],tokenized_sentences[9][13],tokenized_sentences[9][14],tokenized_sentences[9][15],tokenized_sentences[9][16],tokenized_sentences[9][17],tokenized_sentences[9][18],tokenized_sentences[9][19],tokenized_sentences[9][20],tokenized_sentences[9][21],tokenized_sentences[9][22],tokenized_sentences[9][23],tokenized_sentences[9][24],tokenized_sentences[9][25],tokenized_sentences[9][26],tokenized_sentences[9][27],tokenized_sentences[9][28],tokenized_sentences[9][29],tokenized_sentences[10][0],tokenized_sentences[10][1],tokenized_sentences[10][2],tokenized_sentences[10][3],tokenized_sentences[10][4],tokenized_sentences[10][5],tokenized_sentences[10][6],tokenized_sentences[10][7],tokenized_sentences[10][8],tokenized_sentences[10][9],tokenized_sentences[10][10],tokenized_sentences[10][11],tokenized_sentences[11][0],tokenized_sentences[11][1],tokenized_sentences[1][16],tokenized_sentences[1][17],tokenized_sentences[1][18],tokenized_sentences[1][19],tokenized_sentences[1][20],tokenized_sentences[4][8],tokenized_sentences[4][9],tokenized_sentences[11][2],tokenized_sentences[11][3],tokenized_sentences[11][4],tokenized_sentences[11][5],tokenized_sentences[11][6],tokenized_sentences[11][7],tokenized_sentences[11][8],tokenized_sentences[11][9],tokenized_sentences[11][10],tokenized_sentences[11][11],tokenized_sentences[11][12],tokenized_sentences[11][13],tokenized_sentences[11][14],tokenized_sentences[11][15],tokenized_sentences[11][16],tokenized_sentences[11][17],tokenized_sentences[11][18],tokenized_sentences[11][19],tokenized_sentences[11][20],tokenized_sentences[11][21],tokenized_sentences[12][0],tokenized_sentences[12][1],tokenized_sentences[12][2],tokenized_sentences[12][3],tokenized_sentences[13][0],tokenized_sentences[13][1],tokenized_sentences[13][2],tokenized_sentences[13][3],tokenized_sentences[14][0],tokenized_sentences[14][1],tokenized_sentences[14][2],tokenized_sentences[14][3],tokenized_sentences[14][4],tokenized_sentences[14][5],tokenized_sentences[14][6],tokenized_sentences[14][7],tokenized_sentences[14][8],tokenized_sentences[14][9],tokenized_sentences[14][10],tokenized_sentences[14][11],tokenized_sentences[14][12],tokenized_sentences[14][13],tokenized_sentences[14][14],tokenized_sentences[14][15],tokenized_sentences[14][16],tokenized_sentences[15][0],tokenized_sentences[15][1],tokenized_sentences[15][2],tokenized_sentences[15][3],tokenized_sentences[15][4],tokenized_sentences[15][5],tokenized_sentences[15][6],tokenized_sentences[15][7],tokenized_sentences[15][8],tokenized_sentences[15][9],tokenized_sentences[15][10],tokenized_sentences[15][11],tokenized_sentences[15][12],tokenized_sentences[15][13],tokenized_sentences[15][14],tokenized_sentences[15][15],tokenized_sentences[15][16],tokenized_sentences[15][17],tokenized_sentences[16][0],tokenized_sentences[16][1],tokenized_sentences[16][2],tokenized_sentences[16][3],tokenized_sentences[16][4],tokenized_sentences[16][5],tokenized_sentences[16][6],tokenized_sentences[16][7],tokenized_sentences[16][8],tokenized_sentences[16][9],tokenized_sentences[16][10],tokenized_sentences[16][11],tokenized_sentences[16][12],tokenized_sentences[16][13],tokenized_sentences[16][14],tokenized_sentences[16][15],tokenized_sentences[16][16],tokenized_sentences[16][17],tokenized_sentences[16][18],tokenized_sentences[17][0],tokenized_sentences[17][1],tokenized_sentences[17][2],tokenized_sentences[17][3],tokenized_sentences[17][4],tokenized_sentences[17][5],tokenized_sentences[17][6],tokenized_sentences[17][7],tokenized_sentences[17][8],tokenized_sentences[17][9],tokenized_sentences[17][10],tokenized_sentences[17][11],tokenized_sentences[17][12],tokenized_sentences[17][13],tokenized_sentences[17][14],tokenized_sentences[17][15],tokenized_sentences[17][16],tokenized_sentences[17][17],tokenized_sentences[17][18],tokenized_sentences[18][0],tokenized_sentences[18][1],tokenized_sentences[18][2],tokenized_sentences[18][3],tokenized_sentences[18][4],tokenized_sentences[18][5],tokenized_sentences[18][6],tokenized_sentences[19][0],tokenized_sentences[19][1],tokenized_sentences[19][2],tokenized_sentences[19][3],tokenized_sentences[19][4],tokenized_sentences[19][5],tokenized_sentences[19][6],tokenized_sentences[19][7],tokenized_sentences[19][8],tokenized_sentences[19][9],tokenized_sentences[19][10],tokenized_sentences[19][11],tokenized_sentences[19][12],tokenized_sentences[19][13],tokenized_sentences[19][14],tokenized_sentences[19][15],tokenized_sentences[19][16],tokenized_sentences[19][17],tokenized_sentences[19][18],tokenized_sentences[20][0],tokenized_sentences[20][1],tokenized_sentences[20][2],tokenized_sentences[21][0],tokenized_sentences[21][1],tokenized_sentences[22][0],tokenized_sentences[22][1],tokenized_sentences[22][2],tokenized_sentences[22][3],tokenized_sentences[22][4],tokenized_sentences[22][5],tokenized_sentences[23][0],tokenized_sentences[23][1],tokenized_sentences[2][27],tokenized_sentences[2][28],tokenized_sentences[2][29],tokenized_sentences[2][30],tokenized_sentences[2][31],tokenized_sentences[2][32],tokenized_sentences[2][33],tokenized_sentences[2][34],tokenized_sentences[2][35],tokenized_sentences[2][36],tokenized_sentences[2][37],tokenized_sentences[2][38],tokenized_sentences[2][39],tokenized_sentences[2][40],tokenized_sentences[2][41],tokenized_sentences[4][10],tokenized_sentences[4][11],tokenized_sentences[4][12],tokenized_sentences[4][13],tokenized_sentences[4][14],tokenized_sentences[4][15],tokenized_sentences[4][16],tokenized_sentences[1][21],tokenized_sentences[1][22],tokenized_sentences[1][23],tokenized_sentences[1][24],tokenized_sentences[1][25],tokenized_sentences[3][17],tokenized_sentences[4][17],tokenized_sentences[4][18],tokenized_sentences[4][19],tokenized_sentences[4][20],tokenized_sentences[4][21],tokenized_sentences[4][22],tokenized_sentences[4][23],tokenized_sentences[4][24],tokenized_sentences[4][25],tokenized_sentences[4][26],tokenized_sentences[4][27],tokenized_sentences[4][28],tokenized_sentences[4][29],tokenized_sentences[4][30],tokenized_sentences[6][14],tokenized_sentences[6][15],tokenized_sentences[6][16],tokenized_sentences[6][17],tokenized_sentences[6][18],tokenized_sentences[6][19],tokenized_sentences[6][20],tokenized_sentences[6][21],tokenized_sentences[6][22],tokenized_sentences[6][23],tokenized_sentences[6][24],tokenized_sentences[6][25],tokenized_sentences[6][26],tokenized_sentences[6][27],tokenized_sentences[7][10],tokenized_sentences[7][11],tokenized_sentences[7][12],tokenized_sentences[7][13],tokenized_sentences[7][14],tokenized_sentences[7][15],tokenized_sentences[7][16],tokenized_sentences[7][17],tokenized_sentences[7][18],tokenized_sentences[7][19],tokenized_sentences[7][20],tokenized_sentences[7][21],tokenized_sentences[10][12],tokenized_sentences[10][13],tokenized_sentences[10][14],tokenized_sentences[10][15],tokenized_sentences[10][16],tokenized_sentences[10][17],tokenized_sentences[10][18],tokenized_sentences[10][19],tokenized_sentences[10][20],tokenized_sentences[10][21],tokenized_sentences[10][22],tokenized_sentences[12][4],tokenized_sentences[12][5],tokenized_sentences[12][6],tokenized_sentences[12][7],tokenized_sentences[12][8],tokenized_sentences[12][9],tokenized_sentences[12][10],tokenized_sentences[12][11],tokenized_sentences[12][12],tokenized_sentences[12][13],tokenized_sentences[12][14],tokenized_sentences[12][15],tokenized_sentences[13][4],tokenized_sentences[13][5],tokenized_sentences[13][6],tokenized_sentences[13][7],tokenized_sentences[1][26],tokenized_sentences[1][27],tokenized_sentences[1][28],tokenized_sentences[1][29],tokenized_sentences[1][30],tokenized_sentences[1][31],tokenized_sentences[1][32],tokenized_sentences[1][33],tokenized_sentences[1][34],tokenized_sentences[1][35],tokenized_sentences[1][36],tokenized_sentences[1][37],tokenized_sentences[1][38],tokenized_sentences[0][21],tokenized_sentences[0][22],tokenized_sentences[3][18],tokenized_sentences[3][19],tokenized_sentences[3][20],tokenized_sentences[3][21],tokenized_sentences[3][22],tokenized_sentences[3][23],tokenized_sentences[0][23],tokenized_sentences[0][24],tokenized_sentences[0][25],tokenized_sentences[0][26],tokenized_sentences[0][27],tokenized_sentences[0][28],tokenized_sentences[7][22],tokenized_sentences[7][23],tokenized_sentences[7][24],tokenized_sentences[7][25],tokenized_sentences[7][26],tokenized_sentences[7][27],tokenized_sentences[10][23],tokenized_sentences[13][8],tokenized_sentences[13][9],tokenized_sentences[13][10],tokenized_sentences[13][11],tokenized_sentences[13][12],tokenized_sentences[13][13],tokenized_sentences[13][14],tokenized_sentences[13][15],tokenized_sentences[13][16],tokenized_sentences[13][17],tokenized_sentences[13][18],tokenized_sentences[13][19],tokenized_sentences[13][20],tokenized_sentences[13][21],tokenized_sentences[13][22],tokenized_sentences[13][23],tokenized_sentences[13][24],tokenized_sentences[13][25],tokenized_sentences[13][26],tokenized_sentences[13][27],tokenized_sentences[13][28],tokenized_sentences[14][17],tokenized_sentences[14][18],tokenized_sentences[14][19],tokenized_sentences[14][20],tokenized_sentences[14][21],tokenized_sentences[14][22],tokenized_sentences[14][23],tokenized_sentences[14][24],tokenized_sentences[14][25],tokenized_sentences[14][26],tokenized_sentences[16][19],tokenized_sentences[16][20],tokenized_sentences[18][7],tokenized_sentences[18][8],tokenized_sentences[18][9],tokenized_sentences[18][10],tokenized_sentences[18][11],tokenized_sentences[18][12],tokenized_sentences[18][13],tokenized_sentences[18][14],tokenized_sentences[18][15],tokenized_sentences[18][16],tokenized_sentences[18][17],tokenized_sentences[18][18],tokenized_sentences[18][19],tokenized_sentences[18][20],tokenized_sentences[18][21],tokenized_sentences[18][22],tokenized_sentences[18][23],tokenized_sentences[18][24],tokenized_sentences[18][25],tokenized_sentences[18][26],tokenized_sentences[18][27],tokenized_sentences[18][28],tokenized_sentences[18][29],tokenized_sentences[18][30],tokenized_sentences[19][19],tokenized_sentences[19][20],tokenized_sentences[19][21],tokenized_sentences[19][22],tokenized_sentences[19][23],tokenized_sentences[19][24],tokenized_sentences[20][3],tokenized_sentences[20][4],tokenized_sentences[20][5],tokenized_sentences[20][6],tokenized_sentences[20][7],tokenized_sentences[20][8],tokenized_sentences[20][9],tokenized_sentences[20][10],tokenized_sentences[20][11],tokenized_sentences[20][12],tokenized_sentences[20][13],tokenized_sentences[20][14],tokenized_sentences[21][2],tokenized_sentences[21][3],tokenized_sentences[21][4],tokenized_sentences[21][5],tokenized_sentences[21][6],tokenized_sentences[21][7],tokenized_sentences[21][8],tokenized_sentences[21][9],tokenized_sentences[21][10],tokenized_sentences[21][11],tokenized_sentences[21][12],tokenized_sentences[21][13],tokenized_sentences[21][14],tokenized_sentences[21][15],tokenized_sentences[21][16],tokenized_sentences[21][17],tokenized_sentences[21][18],tokenized_sentences[21][19],tokenized_sentences[21][20],tokenized_sentences[0][29],tokenized_sentences[0][30],tokenized_sentences[4][31],tokenized_sentences[4][32],tokenized_sentences[4][33],tokenized_sentences[4][34],tokenized_sentences[4][35],tokenized_sentences[4][36],tokenized_sentences[4][37],tokenized_sentences[4][38],tokenized_sentences[4][39],tokenized_sentences[4][40],tokenized_sentences[8][15],tokenized_sentences[8][16],tokenized_sentences[8][17],tokenized_sentences[8][18],tokenized_sentences[8][19],tokenized_sentences[8][20],tokenized_sentences[8][21],tokenized_sentences[8][22],tokenized_sentences[8][23],tokenized_sentences[8][24],tokenized_sentences[11][22],tokenized_sentences[11][23],tokenized_sentences[11][24],tokenized_sentences[11][25],tokenized_sentences[11][26],tokenized_sentences[11][27],tokenized_sentences[11][28],tokenized_sentences[11][29],tokenized_sentences[11][30],tokenized_sentences[11][31],tokenized_sentences[8][25],tokenized_sentences[8][26],tokenized_sentences[8][27],tokenized_sentences[8][28],tokenized_sentences[3][24],tokenized_sentences[3][25],tokenized_sentences[3][26],tokenized_sentences[3][27],tokenized_sentences[22][6],tokenized_sentences[22][7],tokenized_sentences[22][8],tokenized_sentences[22][9],tokenized_sentences[22][10],tokenized_sentences[22][11],tokenized_sentences[22][12],tokenized_sentences[22][13],tokenized_sentences[22][14],tokenized_sentences[23][2],tokenized_sentences[23][3],tokenized_sentences[23][4],tokenized_sentences[23][5],tokenized_sentences[23][6],tokenized_sentences[24][0],tokenized_sentences[24][1],tokenized_sentences[24][2],tokenized_sentences[25][0],tokenized_sentences[25][1],tokenized_sentences[25][2],tokenized_sentences[25][3],tokenized_sentences[25][4],tokenized_sentences[25][5],tokenized_sentences[25][6],tokenized_sentences[25][7],tokenized_sentences[25][8],tokenized_sentences[26][0],tokenized_sentences[26][1],tokenized_sentences[26][2],tokenized_sentences[26][3],tokenized_sentences[26][4],tokenized_sentences[26][5],tokenized_sentences[26][6],tokenized_sentences[26][7],tokenized_sentences[26][8],tokenized_sentences[26][9],tokenized_sentences[26][10],tokenized_sentences[26][11],tokenized_sentences[26][12],tokenized_sentences[27][0],tokenized_sentences[27][1],tokenized_sentences[27][2],tokenized_sentences[27][3],tokenized_sentences[27][4],tokenized_sentences[27][5],tokenized_sentences[27][6],tokenized_sentences[27][7],tokenized_sentences[27][8],tokenized_sentences[27][9],tokenized_sentences[27][10],tokenized_sentences[27][11],tokenized_sentences[27][12],tokenized_sentences[27][13],tokenized_sentences[27][14],tokenized_sentences[27][15],tokenized_sentences[27][16],tokenized_sentences[28][0],tokenized_sentences[28][1],tokenized_sentences[0][31],tokenized_sentences[0][32],tokenized_sentences[0][33],tokenized_sentences[0][34],tokenized_sentences[0][35],tokenized_sentences[5][33],tokenized_sentences[5][34],tokenized_sentences[5][35],tokenized_sentences[5][36],tokenized_sentences[5][37],tokenized_sentences[5][38],tokenized_sentences[5][39],tokenized_sentences[1][39],tokenized_sentences[1][40],tokenized_sentences[1][41],tokenized_sentences[1][42],tokenized_sentences[1][43],tokenized_sentences[1][44],tokenized_sentences[1][45],tokenized_sentences[1][46],tokenized_sentences[1][47],tokenized_sentences[1][48],tokenized_sentences[1][49],tokenized_sentences[1][50],tokenized_sentences[1][51],tokenized_sentences[1][52],tokenized_sentences[1][53],tokenized_sentences[1][54],tokenized_sentences[1][55],tokenized_sentences[1][56],tokenized_sentences[1][57],tokenized_sentences[1][58],tokenized_sentences[1][59],tokenized_sentences[1][60],tokenized_sentences[1][61],tokenized_sentences[1][62],tokenized_sentences[1][63],tokenized_sentences[1][64],tokenized_sentences[1][65],tokenized_sentences[1][66],tokenized_sentences[1][67],tokenized_sentences[1][68],tokenized_sentences[1][69],tokenized_sentences[1][70],tokenized_sentences[1][71],tokenized_sentences[1][72],tokenized_sentences[1][73],tokenized_sentences[1][74],tokenized_sentences[1][75],tokenized_sentences[1][76],tokenized_sentences[1][77],tokenized_sentences[1][78],tokenized_sentences[1][79],tokenized_sentences[1][80],tokenized_sentences[1][81],tokenized_sentences[1][82],tokenized_sentences[1][83],tokenized_sentences[1][84],tokenized_sentences[1][85],tokenized_sentences[1][86],tokenized_sentences[1][87],tokenized_sentences[1][88],tokenized_sentences[1][89],tokenized_sentences[1][90],tokenized_sentences[1][91],tokenized_sentences[1][92],tokenized_sentences[3][28],tokenized_sentences[3][29],tokenized_sentences[3][30],tokenized_sentences[3][31],tokenized_sentences[3][32],tokenized_sentences[3][33],tokenized_sentences[3][34],tokenized_sentences[3][35],tokenized_sentences[3][36],tokenized_sentences[3][37],tokenized_sentences[3][38],tokenized_sentences[3][39],tokenized_sentences[3][40],tokenized_sentences[3][41],tokenized_sentences[3][42],tokenized_sentences[3][43],tokenized_sentences[3][44],tokenized_sentences[3][45],tokenized_sentences[3][46],tokenized_sentences[3][47],tokenized_sentences[3][48],tokenized_sentences[3][49],tokenized_sentences[3][50],tokenized_sentences[3][51],tokenized_sentences[3][52],tokenized_sentences[3][53],tokenized_sentences[3][54],tokenized_sentences[3][55],tokenized_sentences[3][56],tokenized_sentences[3][57],tokenized_sentences[3][58],tokenized_sentences[3][59],tokenized_sentences[3][60],tokenized_sentences[5][40],tokenized_sentences[5][41],tokenized_sentences[5][42],tokenized_sentences[5][43],tokenized_sentences[5][44],tokenized_sentences[5][45],tokenized_sentences[5][46],tokenized_sentences[5][47],tokenized_sentences[5][48],tokenized_sentences[5][49],tokenized_sentences[5][50],tokenized_sentences[5][51],tokenized_sentences[5][52],tokenized_sentences[5][53],tokenized_sentences[5][54],tokenized_sentences[5][55],tokenized_sentences[5][56],tokenized_sentences[5][57],tokenized_sentences[5][58],tokenized_sentences[5][59],tokenized_sentences[5][60],tokenized_sentences[7][28],tokenized_sentences[7][29],tokenized_sentences[7][30],tokenized_sentences[7][31],tokenized_sentences[7][32],tokenized_sentences[7][33],tokenized_sentences[7][34],tokenized_sentences[7][35],tokenized_sentences[7][36],tokenized_sentences[7][37],tokenized_sentences[7][38],tokenized_sentences[9][30],tokenized_sentences[9][31],tokenized_sentences[9][32],tokenized_sentences[9][33],tokenized_sentences[9][34],tokenized_sentences[9][35],tokenized_sentences[9][36],tokenized_sentences[9][37],tokenized_sentences[9][38],tokenized_sentences[9][39],tokenized_sentences[9][40],tokenized_sentences[9][41],tokenized_sentences[9][42],tokenized_sentences[9][43],tokenized_sentences[9][44],tokenized_sentences[9][45],tokenized_sentences[9][46],sentiment,compound_score
67f81ac1c62606ab0979e990,67f813cfa76c069806723585,R. Shilton,5.0 out of 5 stars,5.0 out of 5 stars,"Really great display, all the usual Apple features , camera, speakers , controls , etc all excellent. I'm jumping from a 12 year old version and this is amazing. I put on a tempered glass screen protector because my old one had few ""gray hairs"" crack lines from being dropped a few times . Loving it! Read more","Reviewed in Canada on April 8, 2025",https://www.amazon.ca/dp/B0DZ7L4M9C?th=1,"Really great display, all the usual Apple features , camera, speakers , controls , etc all excellent.",I'm jumping from a 12 year old version and this is amazing.,"I put on a tempered glass screen protector because my old one had few ""gray hairs"" crack lines from being dropped a few times .",Loving it!,Read more,,,,,,,,,,,,,,,,,,,,,,,,,Really,great,display,",",all,the,usual,Apple,features,",",camera,",",speakers,",",controls,",",etc,all,excellent,.,I,'m,jumping,from,a,12,year,old,version,and,this,is,amazing,.,I,put,on,a,tempered,glass,screen,protector,because,my,old,one,had,few,``,gray,hairs,'',crack,lines,from,being,dropped,a,few,times,.,Loving,it,!,Read,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,0.9523
67f81ac1c62606ab0979e991,67f813d4a76c069806723586,Amazon Customer,5.0 out of 5 stars,5.0 out of 5 stars,Nice machine once you got used to the  changes to buttons Read more,"Reviewed in Canada on March 30, 2025",https://www.amazon.ca/dp/B0DZ7L4M9C?th=1,Nice machine once you got used to the  changes to buttons Read more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice,machine,once,you,got,used,to,the,changes,to,buttons,Read,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,0.4215
